flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,attack_label,bytes_per_sec,pkts_per_sec,fwd_to_bwd_ratio,protocol_other,protocol_tcp,protocol_udp,__perturbed
1,1,1,6,6,BENIGN,12.0,2.0,0.5,False,True,False,0
60594,2,2,56,216,BENIGN,0.0044888932897646,6.601313661418622e-05,0.6666666666666666,False,False,True,0
37192684,9,8,896,3552,BENIGN,0.0001195934125109,4.5707913954260477e-07,1.0,False,True,False,0
143,2,2,104,178,BENIGN,1.972027972027972,0.0279720279720279,0.6666666666666666,False,False,True,0
76219,3,5,105,789,BENIGN,0.011729358821291279,0.00010496070533593985,0.5,False,True,False,1
100709736,8,6,331,11595,DoS Hulk,0.0001184195339366,1.3901337205372084e-07,1.1428571428571428,False,True,False,0
76,1,1,6,6,BENIGN,0.1578947368421052,0.0263157894736842,0.5,False,True,False,0
55,1,1,0,0,BENIGN,0.0,0.0363636363636363,0.5,False,True,False,0
157553,9,7,532,4134,BENIGN,0.0296154309978229,0.0001015531281537,1.125,False,True,False,0
4970070,6,5,735,240,BENIGN,0.0001961742993559,2.213248505554248e-06,1.0,False,True,False,0
98286720,6,7,366,11595,DoS Hulk,0.0001216949756793,1.3226608844002525e-07,0.75,False,True,False,0
20861,4,14,51,26659,DDoS,1.280379655817075,0.0008628541297157375,0.26666666666666666,False,True,False,1
99663683,7,7,329,11595,DoS Hulk,0.0001196423776552,1.4047243267138745e-07,0.875,False,True,False,0
239,3,0,43,0,BENIGN,0.1799163179916318,0.0125523012552301,3.0,False,True,False,0
11965712,1,6,1375,30,BENIGN,0.0001174188380933,5.850048872979727e-07,0.1428571428571428,False,True,False,0
41,4,0,11,0,BENIGN,0.2682926829268293,0.0975609756097561,4.0,False,True,False,1
99783680,6,7,395,11595,DoS Hulk,0.0001201599299604,1.3028182564523577e-07,0.75,False,True,False,0
33946,2,2,106,222,BENIGN,0.0096624049961703,0.0001178342072703,0.6666666666666666,False,False,True,0
2879557,5,0,30,0,DDoS,1.0418269199046935e-05,1.736378199841156e-06,5.0,False,True,False,0
2222,2,0,12,0,BENIGN,0.0054005400540054,0.0009000900090009,2.0,False,True,False,0
104773961,2,1,405,6,DoS GoldenEye,3.9227303814542245e-06,2.8633068477768058e-08,1.0,False,True,False,0
84,1,5,10,11,BENIGN,0.25,0.07142857142857142,0.16666666666666666,False,True,False,1
62,1,1,2,6,PortScan,0.1290322580645161,0.032258064516129,0.5,False,True,False,0
31105,1,1,52,68,BENIGN,0.003857900659058,6.429834431763383e-05,0.5,False,False,True,0
5493099,17,27,795,45892,BENIGN,0.0084992096446832,8.010050428728846e-06,0.6071428571428571,False,True,False,0
214,2,0,20,0,BENIGN,0.09345794392523364,0.009345794392523364,2.0,False,True,False,1
48834,2,2,74,106,BENIGN,0.0036859565057132,8.191014457140517e-05,0.6666666666666666,False,False,True,0
28,1,1,0,0,BENIGN,0.0,0.07142857142857142,0.5,False,True,False,1
99,2,0,0,0,BENIGN,0.0,0.0202020202020202,2.0,False,True,False,0
5728933,8,5,374,5695,BENIGN,0.0010593595700979,2.269183458769722e-06,1.3333333333333333,False,True,False,0
46802,2,2,64,276,BENIGN,0.0072646468099653,8.54664330584163e-05,0.6666666666666666,False,False,True,0
676,1,0,11,0,BENIGN,0.016272189349112426,0.0014792899408284023,1.0,False,False,True,1
6802233,12,9,399,24430,DoS Hulk,0.0036501248928109344,3.0872215050557664e-06,1.2,False,False,True,1
39512,5,5,285,1253,BENIGN,0.038924883579672,0.0002530876695687386,0.8333333333333334,False,False,True,1
603734,13,12,571,16196,BENIGN,0.0277721645625391,4.1408964875259633e-05,1.0,False,True,False,0
270,2,2,70,756,BENIGN,3.05925925925926,0.0148148148148148,0.6666666666666666,False,False,True,0
48647,2,2,72,146,BENIGN,0.0044812629761341,8.222500873640718e-05,0.6666666666666666,False,False,True,0
72,5,3,0,0,BENIGN,0.0,0.1111111111111111,1.25,True,False,False,1
683479,3,6,26,11607,DDoS,0.0170202742147161,1.3167924691175589e-05,0.4285714285714285,False,True,False,0
4598,5,0,0,0,DoS Hulk,0.0,0.0010874293170943,5.0,False,True,False,0
1,2,0,12,0,BENIGN,12.0,2.0,2.0,False,True,False,0
30298,1,1,53,119,BENIGN,0.0056769423724338,6.601095781899796e-05,0.5,False,False,True,0
219134,23,29,930,53442,BENIGN,0.24812215356813638,0.00023729772650524336,0.7666666666666667,True,False,False,1
546005,5,0,30,0,DDoS,5.494455178981877e-05,9.157425298303128e-06,5.0,False,True,False,0
363,1,1,50,156,BENIGN,0.5674931129476584,0.0055096418732782,0.5,False,False,True,0
3276165,2,0,712,0,DoS Slowhttptest,0.0002173272713675,6.104698633921063e-07,2.0,False,True,False,0
44,1,1,0,6,PortScan,0.1363636363636363,0.0454545454545454,0.5,False,True,False,0
47164,2,2,60,264,BENIGN,0.0068696463404291,8.481044864727334e-05,0.6666666666666666,False,False,True,0
50729,1,1,0,0,BENIGN,0.0,3.9425180863017206e-05,0.5,False,True,False,0
6094706,5,1,123,46,BENIGN,2.7728983153576237e-05,9.844609403636533e-07,2.5,False,True,False,0
205,2,2,90,146,BENIGN,1.151219512195122,0.0195121951219512,0.6666666666666666,False,False,True,0
256,2,2,84,228,BENIGN,1.21875,0.015625,0.6666666666666666,False,False,True,0
164,2,2,86,142,BENIGN,1.3902439024390243,0.024390243902439,0.6666666666666666,False,False,True,0
204251,2,2,80,274,BENIGN,0.0017331616491473,1.958374744799291e-05,0.6666666666666666,False,False,True,0
56825,3,4,443,872,BENIGN,0.0231412230532336,0.0001231852177738,0.6,False,True,False,0
1766865,3,5,26,11607,DDoS,0.0065839778364504,4.527793577890784e-06,0.5,False,True,False,0
27881619,2,2,98,218,BENIGN,1.1333631666080796e-05,1.434636919757063e-07,0.6666666666666666,False,False,True,0
186,2,2,70,102,BENIGN,0.9247311827956988,0.021505376344086,0.6666666666666666,False,False,True,0
75018781,9,8,54,0,BENIGN,7.1981974753762e-07,2.2660992052110257e-07,1.0,False,True,False,0
243533,3,2,464,287,BENIGN,0.0030837709879153,2.053109845482953e-05,1.0,False,True,False,0
214960,15,20,724,32473,BENIGN,0.1544333829549683,0.0001628209899516,0.7142857142857143,False,True,False,0
114435525,35,46,5409,38762,BENIGN,0.0003859902770577,7.078221557510222e-07,0.7446808510638298,False,True,False,0
3221621,3,3,6,6,BENIGN,3.724832933482865e-06,1.8624164667414325e-06,0.75,False,True,False,0
1,1,1,2,6,PortScan,8.0,2.0,0.5,False,True,False,0
34582,2,2,68,138,BENIGN,0.0059568561679486,0.0001156671100572,0.6666666666666666,False,False,True,0
1,2,0,0,0,DoS Hulk,0.0,2.0,2.0,True,False,False,1
21301491,99,98,2598,187164,BENIGN,0.0089083904971722,9.248178918555514e-06,1.0,False,True,False,0
173,2,2,178,71,BENIGN,1.439306358381503,0.023121387283236993,0.6666666666666666,False,False,True,1
1,1,1,0,0,BENIGN,0.0,2.0,0.5,False,True,False,0
23733,2,2,70,290,BENIGN,0.0151687523701175,0.0001685416930013,0.6666666666666666,False,False,True,0
85637064,7,7,389,11595,DoS Hulk,0.0001399394075443,1.634806162901615e-07,0.875,False,True,False,0
177,2,2,178,370,BENIGN,3.096045197740113,0.0225988700564971,0.6666666666666666,False,False,True,0
30755,2,2,88,256,BENIGN,0.0111851731425784,0.0001300601528206,0.6666666666666666,False,False,True,0
57,1,1,0,6,PortScan,0.1052631578947368,0.0350877192982456,0.5,False,True,False,0
116134852,20,18,2838,1165,BENIGN,3.44685504055234e-05,3.272058244841092e-07,1.0526315789473684,False,True,False,0
605474,3,4,26,11601,DDoS,0.0192031367160274,1.156119007587444e-05,0.6,False,True,False,0
113333932,8,7,312,30645,DoS Hulk,0.00027314855713291583,1.3235224204521554e-07,1.0,True,False,False,1
18478768,10,10,1990,5829,BENIGN,0.0004231342695573,1.0823232371335575e-06,0.9090909090909092,False,True,False,0
191151,1,1,0,0,BENIGN,0.0,1.046293244607666e-05,0.5,False,True,False,0
44,1,1,2,6,PortScan,0.1818181818181818,0.0454545454545454,0.5,False,True,False,0
47270,1,1,54,102,BENIGN,0.0033001903955997,4.231013327691982e-05,0.5,False,False,True,0
42,2,1,0,7,PortScan,0.16666666666666666,0.07142857142857142,1.0,True,False,False,1
37,1,1,0,0,BENIGN,0.0,0.054054054054054,0.5,False,True,False,0
29,1,1,6,6,Bot,0.4137931034482758,0.0689655172413793,0.5,False,True,False,0
84929993,8,5,975,11595,DoS Hulk,0.0001480042509835,1.530672444539116e-07,1.3333333333333333,False,True,False,0
1,2,0,0,0,DoS Hulk,0.0,2.0,2.0,False,True,False,0
182,2,0,37,0,BENIGN,0.2032967032967033,0.0109890109890109,2.0,False,True,False,0
116621115,38,46,1163,57933,BENIGN,0.0005067349939159,7.202812286608647e-07,0.8085106382978723,False,True,False,0
54477,1,1,0,0,BENIGN,0.0,3.671274115681847e-05,0.5,False,True,False,0
98,2,0,12,0,BENIGN,0.1224489795918367,0.0204081632653061,2.0,False,True,False,0
58858185,19,29,274,903,BENIGN,1.9997218738566267e-05,8.155195407401706e-07,0.6333333333333333,True,False,False,1
6,4,0,0,0,DoS Hulk,0.0,0.6666666666666666,4.0,False,True,False,0
31,1,2,5,16,PortScan,0.6774193548387096,0.0967741935483871,0.3333333333333333,False,False,True,1
30454,1,1,84,166,BENIGN,0.0082091022525776,6.567281802062127e-05,0.5,False,False,True,0
192,2,1,0,0,DoS Hulk,0.0,0.015625,1.0,False,True,False,0
161,3,0,65,0,BENIGN,0.4037267080745341,0.0186335403726708,3.0,False,True,False,0
51,2,2,4,12,BENIGN,0.3137254901960784,0.0784313725490196,0.6666666666666666,False,True,False,0
59,1,1,2,6,PortScan,0.135593220338983,0.0338983050847457,0.5,False,True,False,0
4,2,0,12,0,BENIGN,3.0,0.5,2.0,False,True,False,0
24018,2,2,78,334,BENIGN,0.0171538013156799,0.0001665417603464,0.6666666666666666,False,False,True,0
377344,6,13,466,1527,BENIGN,0.005281652815468114,5.035193351424695e-05,0.42857142857142855,False,True,False,1
47328,1,1,54,115,BENIGN,0.0035708248816768,4.2258282623394185e-05,0.5,False,False,True,0
98543488,6,7,313,11595,DoS Hulk,0.0001208400498265,1.319214517756871e-07,0.75,False,True,False,0
5108388,3,1,12,0,BENIGN,2.349077634666748e-06,7.830258782222494e-07,1.5,False,True,False,0
100220713,7,7,360,11595,DoS Hulk,0.0001192867187045,1.396916822972513e-07,0.875,False,True,False,0
83867074,6,6,343,11595,DoS Hulk,0.0001423443006965,1.4308356578649685e-07,0.8571428571428571,False,True,False,0
171,2,2,60,266,BENIGN,1.906432748538012,0.023391812865497,0.6666666666666666,False,False,True,0
51111,1,1,44,72,BENIGN,0.0022695701512394,3.913051984895619e-05,0.5,False,False,True,0
3,1,0,76,0,BENIGN,25.333333333333332,0.3333333333333333,1.0,False,True,False,1
11,1,1,0,6,PortScan,0.5454545454545454,0.1818181818181818,0.5,False,True,False,0
30334,1,1,44,108,BENIGN,0.0050108788817828,6.59326168655634e-05,0.5,False,False,True,0
39,2,2,4,4,BENIGN,0.20512820512820512,0.10256410256410256,0.6666666666666666,True,False,False,1
26,1,1,6,6,BENIGN,0.4615384615384615,0.0769230769230769,0.5,False,True,False,0
4854999,18,14,8666,8145,BENIGN,0.0034626165731445,6.5911445089896e-06,1.2,False,True,False,0
51,1,2,0,0,BENIGN,0.0,0.0588235294117647,0.3333333333333333,False,True,False,0
44,3,2,11,30,BENIGN,0.9318181818181818,0.11363636363636363,1.0,False,True,False,1
53664,1,1,39,90,BENIGN,0.0024038461538461,3.726893261776983e-05,0.5,False,False,True,0
62949,5,4,121,3110,BENIGN,0.0513272649287518,0.0001429728828098,1.0,False,True,False,0
317515,7,10,843,4116,BENIGN,0.0156181597719792,5.3540777601058216e-05,0.6363636363636364,False,True,False,0
30986,1,1,56,72,BENIGN,0.0041308978248241,6.454527851287678e-05,0.5,False,False,True,0
39605,3,2,94,32,BENIGN,0.003181416487817195,0.00012624668602449185,1.0,True,False,False,1
48,2,0,4,0,BENIGN,0.0833333333333333,0.0416666666666666,2.0,False,True,False,0
18946,3,1,18,0,DoS Hulk,0.0009500686160667,0.0002111263591259,1.5,False,True,False,0
81771,4,4,188,512,BENIGN,0.0085604921060033,9.783419549718116e-05,0.8,False,False,True,0
15095480,5,4,1380,1370,BENIGN,0.0001821737367741,5.962049567155202e-07,1.0,False,True,False,0
74582875,38,50,2007,39171,BENIGN,0.0005521106554286,1.1798955189110102e-06,0.7450980392156863,False,True,False,0
297,2,2,56,568,BENIGN,2.101010101010101,0.0134680134680134,0.6666666666666666,False,False,True,0
98369005,7,6,325,11595,DoS Hulk,0.0001211763807105,1.3215544876152809e-07,1.0,False,True,False,0
23480,1,1,0,0,BENIGN,0.0,8.517887563884156e-05,0.5,False,True,False,0
389,3,5,81,136,BENIGN,0.5578406169665809,0.02056555269922879,0.5,False,True,False,1
23323,1,1,0,0,BENIGN,0.0,8.575226171590276e-05,0.5,False,True,False,0
64,1,1,0,6,PortScan,0.09375,0.03125,0.5,False,True,False,0
60983,2,2,60,124,BENIGN,0.0030172343112014,6.559205024351049e-05,0.6666666666666666,False,False,True,0
67,1,1,6,6,BENIGN,0.1791044776119403,0.0298507462686567,0.5,False,True,False,0
1617,2,0,0,0,BENIGN,0.0,0.0012368583797155,2.0,False,True,False,0
14402,2,0,12,0,BENIGN,0.0008332176086654,0.0001388696014442,2.0,False,True,False,0
22364438,2,2,141,386,BENIGN,2.3564195979349e-05,1.7885537745236436e-07,0.6666666666666666,False,False,True,0
48027,6,6,2252,196,BENIGN,0.0509713286276469,0.000249859454057,0.8571428571428571,False,True,False,0
99477,1,1,46,207,BENIGN,0.0025433014666706,2.0105149934155635e-05,0.5,False,False,True,0
1,6,0,616,0,BENIGN,616.0,6.0,6.0,False,False,True,1
62,1,1,2,6,PortScan,0.1290322580645161,0.032258064516129,0.5,False,True,False,0
69294,1,1,45,252,BENIGN,0.0042860853753571,2.8862527780182987e-05,0.5,False,False,True,0
1347240,41,44,2664,6954,BENIGN,0.0071390398147323,6.309195095157508e-05,0.9111111111111112,False,True,False,0
1230256,6,8,800,602,BENIGN,0.0011396002132889,1.137974535381254e-05,0.6666666666666666,False,True,False,0
94154,1,1,48,48,BENIGN,0.001019606177114,2.1241795356543534e-05,0.5,False,False,True,0
123,3,0,65,0,BENIGN,0.5284552845528455,0.024390243902439,3.0,False,True,False,0
165,2,2,72,104,BENIGN,1.0666666666666669,0.0242424242424242,0.6666666666666666,False,False,True,0
770037,7,2,11607,26,BENIGN,0.0151070662838279,1.1687750069152522e-05,2.333333333333333,False,True,False,0
54446300,3,4,58,227,BENIGN,5.234515476717426e-06,1.2856704679656836e-07,0.6,False,True,False,1
111337,1,1,48,142,BENIGN,0.0017065306232429,1.79634802446626e-05,0.5,False,False,True,0
41932,2,1,280,6,BENIGN,0.0068205666316894,7.15444052275112e-05,1.0,False,True,False,0
500242,11,8,486,4379,BENIGN,0.0097252929582082,3.798161689742165e-05,1.2222222222222223,False,True,False,0
142,1,1,6,6,BENIGN,0.0845070422535211,0.0140845070422535,0.5,False,True,False,0
1266452,41,44,2664,6954,BENIGN,0.0075944449533026,6.711663766175109e-05,0.9111111111111112,False,True,False,0
2090358,2,10,69,15808,DDoS,0.007595349696080767,5.74064346872641e-06,0.18181818181818182,False,True,False,1
125,2,2,96,96,BENIGN,1.536,0.032,0.6666666666666666,False,False,True,0
2,3,0,0,0,DoS Hulk,0.0,1.5,3.0,False,True,False,1
4,2,0,124,0,BENIGN,31.0,0.5,2.0,False,False,True,0
217,2,2,78,180,BENIGN,1.1889400921658986,0.0184331797235023,0.6666666666666666,False,False,True,0
5735992,8,1,0,0,BENIGN,0.0,1.5690398452438567e-06,4.0,False,True,False,1
29921,4,6,61,15,BENIGN,0.002540022058086294,0.000334213428695565,0.5714285714285714,True,False,False,1
6135699,5,1,123,46,BENIGN,2.7543724032094798e-05,9.778836934471523e-07,2.5,False,True,False,0
24045,2,2,70,452,BENIGN,0.0217092950717404,0.0001663547515075,0.6666666666666666,False,False,True,0
58,1,1,0,0,BENIGN,0.0,0.0344827586206896,0.5,False,True,False,0
94110101,2,2,104,232,BENIGN,3.570286254394733e-06,4.2503407790413494e-08,0.6666666666666666,False,False,True,0
29289,4,2,20832,59,BENIGN,0.713271193963604,0.00020485506504148315,1.3333333333333333,False,True,False,1
222,4,0,46,0,BENIGN,0.2072072072072072,0.018018018018018,4.0,False,True,False,0
48,2,1,12,0,BENIGN,0.25,0.0625,1.0,False,True,False,0
195,1,1,143,398,BENIGN,2.7743589743589743,0.010256410256410256,0.5,False,False,True,1
167,2,2,46,46,BENIGN,0.5508982035928144,0.0239520958083832,0.6666666666666666,False,False,True,0
65086662,24,39,7755,9580,BENIGN,0.0002663372105332426,9.6794025172162e-07,0.6,False,True,False,1
102797,2,2,56,236,BENIGN,0.0028405498214928,3.891164139031295e-05,0.6666666666666666,False,False,True,0
256,2,2,136,392,BENIGN,2.0625,0.015625,0.6666666666666666,False,False,True,0
180,2,2,96,180,BENIGN,1.5333333333333334,0.0222222222222222,0.6666666666666666,False,False,True,0
6570728,11,8,1647,3856,BENIGN,0.0008375023285091,2.8916126188757167e-06,1.2222222222222223,False,True,False,0
121857,3,5,153,330,BENIGN,0.003963662325512691,6.565072174762221e-05,0.5,True,False,False,1
180,2,2,72,136,BENIGN,1.1555555555555554,0.0222222222222222,0.6666666666666666,False,False,True,0
191,2,0,0,0,BENIGN,0.0,0.0104712041884816,2.0,False,True,False,0
84,5,0,0,0,BENIGN,0.0,0.05952380952380952,5.0,True,False,False,1
210979,2,0,12,0,BENIGN,5.6877698728309456e-05,9.479616454718242e-06,2.0,False,True,False,0
98659053,4,6,406,11595,DoS Hulk,0.0001216411432613,1.0135917278670819e-07,0.5714285714285714,False,True,False,0
173831,17,15,813,17118,BENIGN,0.1031519119144456,0.0001840868429681,1.0625,False,True,False,0
47217,1,1,45,194,BENIGN,0.0050617362390664,4.235762543151831e-05,0.5,False,False,True,0
149632,3,6,342,11595,DoS Hulk,0.0797757164242942,6.01475620188195e-05,0.4285714285714285,False,True,False,0
47936,1,1,92,170,BENIGN,0.0054656208277703,4.172229639519359e-05,0.5,False,False,True,0
336,2,2,84,148,BENIGN,0.6904761904761905,0.0119047619047619,0.6666666666666666,False,False,True,0
18698380,8,14,2295,1587,BENIGN,0.00020761156848882095,1.1765725159077953e-06,0.5333333333333333,False,False,True,1
30759,1,1,52,180,BENIGN,0.0075425078838713,6.502161968854643e-05,0.5,False,False,True,0
206,2,2,72,328,BENIGN,1.941747572815534,0.0194174757281553,0.6666666666666666,False,False,True,0
11647867,30,35,1320,2507,BENIGN,0.0003285580098055721,5.580420861604961e-06,0.8333333333333334,True,False,False,1
68,1,1,0,0,BENIGN,0.0,0.0294117647058823,0.5,False,True,False,0
587039,12,8,1018,5467,BENIGN,0.011046966215191835,3.406928670837883e-05,1.3333333333333333,True,False,False,1
51,2,0,7,0,BENIGN,0.13725490196078433,0.0392156862745098,2.0,False,False,True,1
66,1,1,0,0,BENIGN,0.0,0.0303030303030303,0.5,False,True,False,0
47946101,19,17,346,4277,BENIGN,9.642077048142038e-05,7.508431186093735e-07,1.0555555555555556,True,False,False,1
175020,3,1,48,73,BENIGN,0.00069134956005028,2.2854530910753055e-05,1.5,False,False,True,1
192178,7,7,2453,2435,BENIGN,0.0254347531975564,7.284912945290303e-05,0.875,False,False,True,0
59350,5,3,432,275,BENIGN,0.0119123841617523,0.0001347935973041,1.25,False,True,False,0
72,1,1,0,6,PortScan,0.0833333333333333,0.0277777777777777,0.5,False,True,False,0
198,2,2,94,350,BENIGN,2.242424242424242,0.0202020202020202,0.6666666666666666,False,False,True,0
3003767,3,0,0,0,DoS slowloris,0.0,9.987459080547858e-07,3.0,False,True,False,0
68,1,1,0,0,BENIGN,0.0,0.0294117647058823,0.5,False,True,False,0
153136,4,1,57,433,BENIGN,0.003199770138961446,3.265071570368822e-05,2.0,False,False,True,1
154264,10,8,564,4166,BENIGN,0.0306617227609811,0.000116683088731,1.1111111111111112,False,True,False,0
92881359,8,5,56,11607,DDoS,0.000125568791473,1.3996349902675306e-07,1.3333333333333333,False,True,False,0
47485,3,4,438,859,BENIGN,0.0273138885963988,0.0001474149731494,0.6,False,True,False,0
17012754,18,11,2542,7498,BENIGN,0.0005901454873208,1.704603499233575e-06,1.5,False,True,False,0
243,2,2,56,568,BENIGN,2.567901234567901,0.0164609053497942,0.6666666666666666,False,False,True,0
64718422,23,8,715,18964,DoS Hulk,0.0003040710726846832,4.789980818753585e-07,2.5555555555555554,False,False,True,1
31621,2,2,86,206,BENIGN,0.0092343695645299,0.0001264982132127,0.6666666666666666,False,False,True,0
6106858,5,0,30,0,DDoS,4.912509837300949e-06,8.187516395501582e-07,5.0,False,True,False,0
4566,2,1,280,6,BENIGN,0.0626368812965396,0.0006570302233902,1.0,False,True,False,0
77,1,1,2,6,PortScan,0.1038961038961039,0.0259740259740259,0.5,False,True,False,0
17207493,5,8,5005,1808,BENIGN,0.000395932167457514,7.554848344264909e-07,0.5555555555555556,False,False,True,1
49961,1,1,48,64,BENIGN,0.0022417485638798,4.00312243549969e-05,0.5,False,False,True,0
90437,1,1,49,146,BENIGN,0.0021561971317049,2.2114842376460963e-05,0.5,False,False,True,0
3,2,0,0,0,BENIGN,0.0,0.6666666666666666,2.0,False,True,False,1
69068,1,1,52,135,BENIGN,0.0027074766896391,2.89569699426652e-05,0.5,False,False,True,0
31006,1,1,41,57,BENIGN,0.0031606785783396,6.450364445591176e-05,0.5,False,False,True,0
30027705,10,12,855,6222,BENIGN,0.0002356823473522,7.326567248479362e-07,0.7692307692307693,False,True,False,0
61408,4,2,184,300,BENIGN,0.0078817092235539,9.770713913496613e-05,1.3333333333333333,False,False,True,0
2,2,0,12,0,BENIGN,6.0,1.0,2.0,False,True,False,0
180,2,2,60,264,BENIGN,1.8,0.0222222222222222,0.6666666666666666,False,False,True,0
24,1,1,2,6,PortScan,0.3333333333333333,0.0833333333333333,0.5,False,True,False,0
24245,2,2,82,342,BENIGN,0.0174881418849247,0.0001649824706124,0.6666666666666666,False,False,True,0
5432073,3,1,12,0,BENIGN,2.209101387260444e-06,7.363671290868146e-07,1.5,False,True,False,0
115952070,27,30,841,24236,BENIGN,0.0002162703951727,4.915824271183775e-07,0.8709677419354839,False,True,False,0
1177,3,1,0,0,BENIGN,0.0,0.0033984706881903144,1.5,True,False,False,1
2,5,0,0,0,BENIGN,0.0,2.5,5.0,False,False,True,1
99999636,2,2,16,0,DoS slowloris,1.6000058240211994e-07,4.000014560052999e-08,0.6666666666666666,False,True,False,0
199343,4,2,148,188,BENIGN,0.0016855369890088,3.009887480373025e-05,1.3333333333333333,False,False,True,0
7116100,1,6,6,36,BENIGN,5.902109301443206e-06,9.836848835738677e-07,0.1428571428571428,False,True,False,0
118517990,94,0,0,0,BENIGN,0.0,7.93128536857569e-07,94.0,True,False,False,0
146044896,15,18,855,21365,DoS Hulk,0.0001521449951938067,2.2595791365416838e-07,0.7894736842105263,False,False,True,1
5273305,7,6,1292,3429,BENIGN,0.0008952639758178,2.4652471268018825e-06,1.0,False,True,False,0
70037,4,2,188,306,BENIGN,0.0070534146236989,8.566900352670731e-05,1.3333333333333333,False,False,True,0
85,1,1,6,6,BENIGN,0.1411764705882353,0.0235294117647058,0.5,False,True,False,0
129834,10,5,842,1199,BENIGN,0.0157200733243988,0.0001155321410416,1.6666666666666667,False,True,False,0
125,2,3,188,285,BENIGN,3.784,0.04,0.5,False,False,True,1
46,1,1,2,6,PortScan,0.1739130434782608,0.0434782608695652,0.5,False,True,False,0
48334,2,2,178,342,BENIGN,0.0107584722969338,8.275747920718336e-05,0.6666666666666666,False,False,True,0
30617,1,1,61,77,BENIGN,0.0045072998660874,6.532318646503577e-05,0.5,False,False,True,0
31565331,2,12,4,24,BENIGN,8.870491489539584e-07,4.435245744769792e-07,0.1538461538461538,False,True,False,0
2572,1,4,581,53,BENIGN,0.2465007776049766,0.0019440124416796,0.2,False,True,False,0
219,2,2,84,162,BENIGN,1.1232876712328768,0.0182648401826484,0.6666666666666666,False,False,True,0
60819827,16,13,901,3210,BENIGN,6.759308933910647e-05,4.768181928567472e-07,1.1428571428571428,False,True,False,0
247,2,0,0,0,BENIGN,0.0,0.0080971659919028,2.0,False,True,False,0
213,2,2,72,328,BENIGN,1.8779342723004693,0.0187793427230046,0.6666666666666666,False,False,True,0
11808444,22,33,2453,27855,BENIGN,0.0025666379075854,4.657683942101093e-06,0.6470588235294118,False,True,False,0
41,2,0,14,0,FTP-Patator,0.3414634146341463,0.048780487804878,2.0,False,True,False,0
30769209,10,8,1296,5320,BENIGN,0.0002150201521267,5.850004138877928e-07,1.1111111111111112,False,True,False,0
210,2,2,142,242,BENIGN,1.8285714285714283,0.019047619047619,0.6666666666666666,False,False,True,0
30,1,1,8,15,BENIGN,0.7666666666666667,0.06666666666666667,0.5,True,False,False,1
4,3,0,43,0,BENIGN,10.75,0.75,3.0,False,True,False,0
3147675,3,3,6,6,BENIGN,3.812337677809812e-06,1.906168838904906e-06,0.75,False,True,False,0
57417060,13,6,717,6437,BENIGN,0.0001245971145161386,3.3091210173422323e-07,1.8571428571428572,False,True,False,1
192,5,3,92,71,BENIGN,0.8489583333333334,0.041666666666666664,1.25,True,False,False,1
115738781,16,15,514,1784,BENIGN,1.98550561889882e-05,2.678445351865249e-07,1.0,False,True,False,0
214,2,2,104,352,BENIGN,2.130841121495327,0.0186915887850467,0.6666666666666666,False,False,True,0
8236,7,11,27,10396,DDoS,1.2655415250121418,0.002185526954832443,0.5833333333333334,False,True,False,1
126128356,11,5,337,5946,DoS Hulk,4.9814333582529215e-05,1.2685490009875336e-07,1.8333333333333333,False,False,True,1
43419,3,5,26,11607,DDoS,0.2679241806582372,0.000184251134296,0.5,False,True,False,0
248,2,2,88,472,BENIGN,2.2580645161290325,0.0161290322580645,0.6666666666666666,False,False,True,0
48,2,0,37,0,BENIGN,0.7708333333333334,0.0416666666666666,2.0,False,True,False,0
76363958,3,8,633,0,DoS slowloris,8.289250800750795e-06,1.4404701233532185e-07,0.3333333333333333,False,False,True,1
10,1,1,6,6,BENIGN,1.2,0.2,0.5,False,True,False,0
3,2,0,0,0,DoS Hulk,0.0,0.6666666666666666,2.0,False,True,False,0
5802367,9,8,379,6792,BENIGN,0.0012358749455179,2.9298388054392284e-06,1.0,False,True,False,0
999497,2,0,12,0,BENIGN,1.200603903763593e-05,2.0010065062726558e-06,2.0,False,True,False,0
1459413,12,10,723,30,BENIGN,0.0005159608691987806,1.5074553947374733e-05,1.0909090909090908,False,False,True,1
204,2,2,68,100,BENIGN,0.8235294117647058,0.0196078431372549,0.6666666666666666,False,False,True,0
305,3,0,43,0,BENIGN,0.140983606557377,0.0098360655737704,3.0,False,True,False,0
143,2,2,46,46,BENIGN,0.6433566433566433,0.0279720279720279,0.6666666666666666,False,False,True,0
39951,1,2,27,677,BENIGN,0.017621586443393157,7.509198768491402e-05,0.3333333333333333,True,False,False,1
98321838,6,5,322,11595,DoS Hulk,0.0001212039994614,1.1187748544733269e-07,1.0,False,True,False,0
48219,2,2,92,234,BENIGN,0.0067608204234845,8.295485182189593e-05,0.6666666666666666,False,False,True,0
9790731,5,0,30,0,DDoS,3.064122586965161e-06,5.106870978275269e-07,5.0,False,True,False,0
80220895,8,5,56,11607,DDoS,0.0001453860618234,1.6205254254518107e-07,1.3333333333333333,False,True,False,0
44,1,1,0,6,PortScan,0.1363636363636363,0.0454545454545454,0.5,False,True,False,0
5,2,0,0,0,DoS Hulk,0.0,0.4,2.0,False,True,False,0
241,2,1,37,6,BENIGN,0.1784232365145228,0.0124481327800829,1.0,False,True,False,0
